row_number,polarity,text
562,1, When you ask what time will my flight leave? You can have either the agents looking it up and taking the time or you can have the computer saying hey at least at this at this by the way it's 15 minutes delayed
563,1," You get instance, instance reply to your question"
564,1, In effect this Altima bit ultimately better
565,1," If you take advanced step further and a client says great, it's 15 minutes delayed"
566,1," Where can I get a sandwich, then you sort of starts reaching the limitations of today's customer experience and possibilities of data, but that will exponentially grow"
567,1," I guess in the end, making human intervention only there, where it adds immediate value where it goes into the area's more classic or areas of of banking services like complicated advice and complicated situations"
568,1, So I think it's a it's
569,1, It'S a it's an integral part and it can only get get better
570,1, So where do you draw the line between using that information? Yeah? It'S it's
571,1," Like the example I gave, I think, for a simple question answer: there's no substituting ocean automation"
572,1," Computer can do it much faster, much more accurate, much more real-time than any human could ever it's when it gets"
573,1, It gets complicated and there are a lot of variations that there's still a huge challenge
574,1," We are able, when we we take artificial intelligence and chatbots in a really careful in a careful approach"
575,1," Ray Bank has always been one of the most human banks in our market area, and we intend to to still be that or at least make that one of our core competences or perceived competence, and we we think it also goes for it ball situation"
576,1," So we are looking for really the human touch in in said bolts as well, so we we take"
577,1, We take the following approach
578,1," We have started an internal pilot with chatbots, so we use our internal helpdesk system over the 40 50 thousand people that we employ"
579,1, They talk to chat box and they are now perfecting the way Ted BOTS work in a rebel ink environment
580,1, I was interested to hear about the areas in which these analytics are being applied and the effect this will have when it comes to future data usage
581,1," I think, as a bank of course, we've been privileged to have a lot of information about our customers"
582,1, What we need to do is become much better at using it much better at compiling what we call a 360 degree view of the customer and and to do that as an organization
583,1, We need to become more data-driven
584,1, That means relying on that
585,0," What the data is telling you, and not what your gut feeling is telling you, and to do that"
586,0," I think we needed first and foremost to really set our sights on what we can achieve with data and we've we've done that through our vision, but also them to start working on a technical platform"
587,0," There'S a lot of talk about data lakes, but most banks are running electronic data warehouses from the 90s"
588,1," How do you transfer into this modern technology, and then that is a journey that we're firmly on and that's gone very well and I'm happy to say that already now our data Lake is up and running we're running a Hortonworks install of the Hadoop cluster"
589,1," We have our master data management hub from informatica, spinning, which knows the golden record golden source for each piece of information, but the job now becomes to start cleaning"
590,1," Some of the data in the customer divisions and onboarding it into the lake, which you may say is a data puddle at this point, but the architecture is there: it's now about filling it with data"
591,1, That'S on the data engineering side
592,1," Now, on the advanced analytics side, it becomes more of a almost cultural change and having the essential, advanced analytics team, which we call SP analytics to work closely with the customer insight and CRM teams and in the customer facing divisions to say, look, here's what's possible"
593,1," You know, ask us any question and we will try to help you with that answer and so that it becomes really opening the businesses eyes or saying you know you don't have to guess anymore"
594,1," You don't have to infer, you can ask us and we can go through the reams and reams of data instruct putting together multi-factor models and algorithms beyond sort of the can of what what a human can"
595,1, Hypothesize
596,1, You don't need to apologize
597,1," The the systems will find a pattern in the data for you, and once you realize that you realized the sky is the limit, what you can do with this data right and so really firmly on that on that journey, we appointed a chief data scientist only last Week, who's now working closely with the divisions on really getting some of the use cases running, I think, for for a financial institution or or bank one obvious area would be, would be assessing credit risk and that's something you you basically want to get right"
598,1," You you think you want to have the company as your clients, based on the assumptions you make or the assessment you make on the risk"
599,1, This company will will bring and you're just for pricing
600,1," Accordingly, your acceptance policies, that's something we"
601,1," We have a lot of rules for in place historically, but that's something out of data that you can make ultimately more advanced"
602,1," Looking at patterns looking at predictions, looking at past behavior looking at peer behavior, basically getting a picture of the clients before you know the client"
603,1," That'S an area where you see a lot of lot of data initiatives going with us, but also with our competitors, basically risk assessment as a service, providing it to ourselves, of course, to get a better portfolio, but you in open banking"
604,1, You could also do that for basically anybody who would be interested in an assessment of a company and when a supplier gets a new client
605,1, You want to make sure that there will be
606,1, There will be a paying client
607,1," We could use the data and the experience that we have to basically assist in making that assessment, but also for us"
608,1," It gives us a better view on the client today and what we expect in in in the next couple of years, in order to to to adjust our pricing mechanisms in terms of ways the financial service industry"
609,1, What are some of the changes that you see happening soon? Yeah? I think a lot of the changes will actually be driven by a cultural and behavioral change
610,1," You know by the end consumer and, like you know, I think, we've seen evidence of that recently"
611,1, You know the pace at which we've seen as a move towards instant messaging and on personal lives and social media and our personal lives
612,0," I think it's fair to say the banks have fallen behind in terms of working out how to address that in you know, within their own organization and and guess what you know, the people are coming to work who are used to a new way of communicating in Their personal lives they like that way of communicating and they expect the same ease of access to content and communication within the workplace"
613,0," So I think, there's going to have to be a rapid understanding of what that that behavioral shift means in the workplace and also you know, how did how do you put in systems to actually keep up to pace because it's moving at such such a pace? You know again, the danger will be for a lot of the traditional banks  Is you know they just will not be able to maintain a pace"
614,1," That'S going to be, you know anywhere near what the consumer is going to expect now"
615,0," I know a lot of the banks or you know, have business models now where they're working with you know third party and new brands that are emerging, and I think they are better positioned because they have less of a legacy to you know hold them back"
616,1," So you know, maybe you know one of the ships we'll see is actually the brands of the future that we're interacting with or not the brands that we're actually interacting with today on the next episode of FinTech finance, we're going back to look at the world of Rechtin "
617,1,"Blockchain, AI FinTech changes in the economy, trust digital identity"
618,1," What are these things and what do they mean for us? Because that's what matters Today on CXOTalk we're speaking with David Shrier, who is a futurist"
619,1,? He is a man with many talents and many interests
620,1, He's going to read the future for us
621,1,: Hey David Shrier
622,1, How are you Thanks so much for joining CXOTalk today
623,1, Absolutely
624,1,? Thank you Michael for having me
625,1, I'M really excited to speak with you and your audience about what the future holds
626,1, David tell us briefly about the scope of your interests
627,1," It'S pretty extraordinary, actually"
628,1,"! Well, I've been really lucky because I'm a little bit of a geek groupie"
629,1,", I like hanging out with really smart people and learning from them where things are going"
630,1, I have a dual appointment at the MIT Media Lab at the University of Oxford Said: Business School
631,1," I get to hang out on both sides of the pond, with some people who are not just envisioning the future, but actually creating it"
632,1, One thing we like to say at the media lab is the best way to predict the future is to create it
633,1, Then I also run a software company that I spun out of MIT called Distilled Analytics
634,1, Okay
635,1,", Really quickly tell us what is Distilled Analytics, Give us the 15-second, pitch"
636,1," Yeah, so we're an AI biometric software company"
637,1," We create digital identity profiles for financial institutions to help them work better with their customers around things like making loans, securing their data systems or managing risk"
638,1, It'S a big problem
639,1, There are 3
640,0,5 billion people in the world who are not well served by our current financial system 
641,1,and we're trying to help
642,1, You also wrote a book
643,1,", Well you've written a number of books"
644,1, This one is called Trust
645,1, :Data
646,1, We're going to be talking about this topic as well during our excursion in the next 45 minutes or so
647,1," David you're, an entrepreneur"
648,1, You're focused on innovation
649,1," You're, focused on business models"
650,1,", I've just thrown out a whole bunch of buzzwords"
651,1, So let's begin with startups
652,1," What are the implications of all of these changes for somebody who is starting a company or they're running a company they're looking to raise money, Tell us about that"
653,1,", It's a really exciting time to be an entrepreneur"
654,1," The implications of all these different technologies of AI, of Blockchain, digital identity and all of the transformational technologies that are now engaging with multiple levels of society are that there are going to be inefficiencies that emerge"
655,1, There are going to be challenges that big companies can't move fast enough to grapple with
656,1," That'S where an opportunity arises for entrepreneurs, someone who is nimble, someone who can see a little further ahead and someone who is now bound by all the red tape that wraps around big companies"
657,1," I think the next five to ten years are going to be a tremendous opportunity for someone who, as entrepreneurial spirit"
658,1,", What should entrepreneurs do to take advantage of these disruptive changes? Well, the first thing and it may sound facile, but many people forget - is just to solve a problem"
659,1, Figure out
660,1, What problem are you solving specifically and where do you have some unique advantage to pursue it
661,1, You might have novel expertise or insight
662,1, You might have invented some new technology
663,1, Somehow you need a way of solving a problem that is impacting a lot of companies or a lot of people
664,1," Once you identify your problem, then you can help build out a business around your solution"
665,1," Is there something that is unique today about these disruptions, The notion of solving a problem, that's sort of timeless advice"
666,0,"? What about today? Well, there are brand new technologies emerging that large organizations are still struggling to get their arms"
667,1, Around
668,1, Blockchain is a great example
669,1, That is a new kind of database essentially
670,1, It'S a distributed database technology
671,1,", It's something that is very interesting not only for the financial services industry, but for a number of other industries, whether it's consulting transportation or healthcare"
672,0, The large organizations still haven't figured out what they're going to do about blockchain
673,1, That realm of the proliferation of new technology and the opportunity for nimble experimentation is where entrepreneurs really shine
674,1, You can try out a lot of different ideas quickly without having to go to a committee and go through nine rounds of budget approval
675,1, Within these sort of broad categories of a big tech lots of disruption
676,1, I think there are going to be some novel solutions emerging where the ability to rapidly iterate different experiments around solutions
677,1,", For example, with blockchain"
678,1, We still don't really know what it's best killer
679,1, App is
680,1, People are still figuring that out
681,1, I like to say about blockchain
682,1, It is both less and more than people say it is
683,1, In the near-term
684,1, It'S a lot less than the hype
685,1, In the longer-term
686,1, I think the impacts are going to be more profound
687,1, Yes
688,1, We'll be talking more about blockchain as we go forward for sure
689,1, Just to close up advice for entrepreneurs
690,1, You'Ve been doing this for a long time
691,1, You talk with a lot of people
692,1," What is the essence of what advice you would offer Build something fast, get it in front of people and get their feedback"
693,1, I am a huge fan of the market discovery process where you go out and you actually talk to customers
694,1, You see if that idea you have about the problem that you're trying to solve is actually viable
695,1," Don'T just sit in a room or make business cards and say ``, Look, I'm an entrepreneur"
696,1,"'', Actually build something go out and show it to people and try and get them to use"
697,1, It
698,1," Of course, the great innovator and teacher Steve Blank says: `` Get out"
699,1,''
700,1, What is his phrase exactly `` Get out of the office
701,1,"'', My favorite one is that he says that startups are search engines for business models"
702,1,", But absolutely you want to get out of the office and find out from talking to customers"
703,1, What is the problem that you're solving and is the solution? You came up really viable
704,1, All right
705,1, We've just been talking about startups
706,1," Now, let's turn to large companies"
707,1, How should large companies large organizations thinking about these disruptive issues you were just describing? The dynamics are completely different for a large established business than for a startup
708,1," If I wanted to be clickbait-y, I'd, say: `` Be afraid"
709,1,", Be very afraid"
710,1,"'', But less facetiously"
711,1, I think big organizations need to take these new technologies very seriously
712,1," I think there's a tremendous opportunity for corporate innovation, which does require risk-taking"
713,1, Big companies need to increase their failure
714,1, Tolerance for small-scale experiments
715,1,", Try out a lot of different experiments"
716,1," Eighty-percent of those experiments should fail or you're, not being experimental enough"
717,1, You want to try and figure out how you can reposition your organization for this new future
718,1, The impacts are going to be profound
719,1,", For example, • In financial services"
720,0," We think there could be anywhere from 30 % to 50 % of jobs lost in the next 7 years, so to 2 million to 6 million jobs"
721,1, Just in the U
722,1,S
723,1, North America and Western Europe from disruptive technologies like artificial intelligence and blockchain
724,1, • In the transportation industry autonomous vehicles are going to replace long-haul trucking
725,1, Five-percent of employment in the U
726,1,S
727,1, is going to be upended as a result of automation
728,1," • In the healthcare industry, opportunities for improving quality of care and dramatically reducing costs can emerge from using combinations of technologies like artificial intelligence and blockchain"
729,1, That'S $ 3 trillion-plus in the U
730,1,S
731,1, and $ 5 trillion to $ 6 trillion globally
732,1,", That's a lot of dough! That is going to be undergoing movement, dislocation and repositioning"
733,1,", And so big companies have opportunities to carve out new markets as well as new market share"
734,1, If they're smart about the adoption of new technologies
735,1, Okay
736,0," David, we all know that yeah if companies are smart, but we all know that companies on a visceral level, big companies, kind of hate to innovate because it disrupts their existing revenue streams"
737,0," They say they want to innovate, but it's not so easy"
738,1, It is difficult
739,1," Clay Christensen wrote about this very famously in The Innovator's Dilemma, where you get really good at doing one thing, so it's hard to try something new"
740,0," What I see a lot is something I call the corporate immune response where, when a new idea comes up, the white blood cells of the company come and attack it and kill the new idea"
741,1, Yeah
742,1, The antibodies corporate antibodies
743,1, You've got to create systems that help protect
744,1, That new idea from the corporate antibodies
745,1, - It's not all doom and gloom
746,1,", Some large organizations have figured out ways to embrace new technologies"
747,1," For example, I was on a panel last January at World Economic Forum in Davos, with the CEO of Accenture North America"
748,1," They very fervently and widely embraced artificial intelligence and adopted it into their organization, but they did something really enlightened that a lot of companies don't do"
749,1, They took 60 % of the cost savings that they got from the labor change around artificial intelligence and they invested it in reskilling
750,1, They said `` Okay
751,1, We've got all these people
752,1, It was expensive to find them expensive to recruit them expensive to train them
753,1," Now that we've got them here, rather than just throw them out of work when we adopt AI we're going to repurpose them for higher-order tasks"
754,1,"'', It is absolutely not impossible for big companies to innovate, and it is not impossible for big companies to embrace new technology"
755,0," It is difficult and it requires courage, leadership and a willingness to allow small failures along the way to finding the big success"
756,1," We've had on this show a couple of times actually Paul Dougherty, who is Accenture's chief technology and innovation officer"
757,1, They are a good example of innovation
758,1, What advice have you got for companies to not fall prey to that innovation? Antibody syndrome? A few things
759,1," I've worked with and for 11 different Fortune 1000 companies, helping them with various new division, new product launches and innovation"
760,1, Efforts
761,1, You need executive sponsorship from the very top of the organization
762,1, The CEO needs to say: `` Innovation is important and I'm going to stand behind it
763,1,''
764,1," If you don't have that senior-level executive sponsorship, there will be other dynamics that emerge that make innovation difficult or impossible"
765,1, You need to have a dedicated function around identifying new opportunities and incubating them
766,1," That protected environment, that kind of greenhouse, that's separate from the main organization"
767,1, So it's not a distraction
768,1,", Then you need a translation mechanism that allows that new idea once you've matured it enough to make its way into the mainstream organization"
769,1," A number of the large banks, for example, have begun adopting this model"
770,1, So BBVA is a great example of a large bank that has created a successful innovation function
771,1, That'S also able to bridge those new ideas into the broader organization
772,1," David I've seen chief innovation officers in some cases fall prey to the organization paying lip service to the desire to innovate, but not funding it properly or even more likely"
773,1, Creating incentives for the organization to not innovate
774,1,", You have this kind of schizophrenia in some instances"
775,1, Yeah
776,1," We call that innovation theater, when the organization kind of dances to the tune of innovation on a show and tell basis, but doesn't actually do anything in a substantive fashion"
777,1," Again, we come back to this idea"
778,1," If you have C-suite sponsorship, you align budget and incentives, and you have a disciplined process that says: ``"
779,0," Okay, now that we've done 100 experiments and we've found the 5 things that we want to move forward, we're going to put serious resources behind them and fund the 3- to 5-year development chain that it will take to get from that sort of early-stage idea to a Successful scaled business. Companies, don't have the patience for that 3- to 5-year cycle"
780,1,'' Now another issue is sometimes big
781,1," In that case, they'll innovate through acquisition"
782,1," There there's a whole other set of rules around making sure that if you are going to innovate through acquisition, if you're going to say `` Look, we have a low cost of capital"
783,1," So our best way to innovate is to acquire ,'' that you don't kill the thing that you just bought"
784,1,", [ Laughter, ], That you have an intelligent way of bringing its best qualities into your organization without destroying what it is that you acquired in the first place"
785,1, Okay
786,1, Final final advice for large companies
787,1,": I know you've been giving a lot of advice, but what's the hardest single problem they face when they try to innovate and take advantage of these disruptive technologies Embracing an innovation mindset"
788,0,", I actually find that a lot of big companies Are filled with great ideas, but people get tentative , They have trouble, bringing it forward"
789,0, Leadership is focused on something else and has trouble focusing or listening to these ideas 
790,0, Helping reframe your thinking around being willing to try the new and being willing to embrace the new idea is probably the hardest thing that these organizations have in terms Of making the shift in something that they really need to invest the most in developing
791,1, Okay
792,1," I wanted to remind everybody, we're speaking with David Shrier"
793,1, He is a futurist
794,1, He's an entrepreneur
795,1," He is the author of this book, Trust :Data"
796,1,", That's it"
797,1,", As well as a bunch of other books"
798,1, Let'S talk about analytics and data
799,1,", We hear these catchphrases `` Data is the new oil"
800,1,''
801,1," I'M not sure what exactly that means, but it sounds good"
802,1," We know data is really important, so why? What'S going on with data with analytics David Because of more and more ubiquitous devices? So I'm speaking to you now through an iPhone X which has a very pretty camera, so it makes for good visuals"
803,1, We have and many people have an Amazon Echo or a Siri
804,1, They have some kind of device in their home
805,1,", As these connected devices get more and more ubiquitous as they have better and better sensors and, as the networks get better we're, generating more and more and more data about ourselves about our lives, about commerce and about society"
806,1," What'S interesting, is that not only are we generating all that data, but the computing power and the sophistication of analytics are now reaching the point where we can understand this data"
807,1," We can actually do something with it and make it useful, For example, with artificial intelligence, People have been talking about the big wave of change that AI is going to drive for 40 or 50 years, but we've only started to see it come to fruition in the last 10 because the computers, the networks, the algorithms, have finally gotten sophisticated enough to be Useful"
808,1," - And so it's now a very very exciting time, if you're engaged in the world of data or analytics because of the potential power to help make a better society"
809,1," Dude, that's pretty abstract `` Make a better society"
810,1,'' Elaborate on that one please
811,1," Well, there are a bunch of problems we can solve now that we had trouble solving before"
812,1, There are a billion people in the world who lack a legal identity
813,1, They don't exist in the eyes of government
814,1," They're, mostly women and children, and they're abused, they're trafficked and they're exploited"
815,1," With the advent of newer technologies, the UN has set a Sustainable Development Goal, SDG 16"
816,1,9 that says by 2030
817,1, Everyone on the planet will have an identity
818,1," These new digital technologies can help create that identity in a way that's much less expensive, much more robust and much more useful"
819,1, My company is working now with another company in the UN around providing these digital identities to refugees
820,1, There are 3
821,0,5 billion people who are underserved or unserved by today's financial system
822,0, That'S holding back economic growth and economic progress
823,0, Ninety-Five percent of the world's small businesses are underserved by banks
824,1," That'S holding back economic progress, because small businesses create four out of five new jobs"
825,1, All of these things can be better served and actually addressed through the new kinds of data and analytics that we can use leveraging technologies like artificial intelligence
826,1," How can companies of all sizes take advantage of these data and analytic capabilities? What kind of toolsets are needed? What kind of data? How should they be thinking about aggregating the data collecting the data that they require? Well, a couple of things"
827,1, You used an important word there
828,1, You said: `` Aggregating data
829,1,"'', I'm going to come back to that in a second"
830,1, The first thing the organizations can do is improve their data
831,1, Literacy
832,1, People throw around words like data and analytics without really understanding what they mean
833,1," People, throw around words like causality, which is essentially did thing over here, A lead to event over here B"
834,1, A lot of people make assumptions about cause and effect that turn out to be false
835,1, So there's a wonderful book that I'm reading called The Book of
836,1, Why which talks about this idea of causality so getting a better understanding of data and of just some basics of statistics
837,1,? I'M not saying you're going to become a data scientist or data programmer
838,1," I'M saying that, with a few weeks of training, with a little bit of effort, the general manager can understand enough about data analytics to ask intelligent questions of their data scientists"
839,1, The data scientists should be able to answer those questions
840,1," That level of data literacy, I think, is critical"
841,1, Once you're asking the right questions that can help mobilize your organization towards developing the right answers
842,1, From a management perspective
843,1," It is essential to understand enough about data and analytics, so you can ask the experts, ask your data scientists, the right questions"
844,1, And come up with the right strategies as well
845,1," It'S not only asking the right questions of your people, but also coming up with strategies for how to marshal their resources"
846,1, You just mentioned earlier this concept of data
847,1, Aggregation
848,1, Can companies be thinking about different ways to aggregate data In the book? Trust :Data that we talk about
849,1, We actually espouse something different
850,1," We espouse what's known as a federated model, which means you don't aggregate the data"
851,1," You don't do what Equifax did, which is put a lot of data into one giant pile and make it easy for hackers to get to"
852,1, You leave the data in the more secure distributed manner and you send the algorithms to the data
853,1, You create different kinds of software and you put them together with the data
854,1, Then the software generates answers off of this federated data
855,1, Understanding that new data architecture is also important
856,1, GDPR
857,1, The General Data Protection Regulation has been passed in Europe
858,1," It has implications not only for European companies, but for any company that does business with a European citizen"
859,1,", Even if they fly from Europe over to the U"
860,1,S
861,1, and are walking around the U
862,1,S
863,1," If you're touching their personal data, you are subject in some fashion to GDPR"
864,1, This has caused a lot of consternation in corporate C-suites around what the heck do
865,1," We do with GDPR, and what does it mean for us, Longer-term these innovations and policies around things like GDPR and around PSD2, and some analogous and somewhat weaker efforts going on in the U"
866,1,S
867,1, These things will all actually create new business opportunities for companies as much as they are currently generating better protections for consumers
868,1," Understanding that changing landscape is something that is not optional for a big company, whether you're a healthcare company dealing with health records, you're, a social media company dealing with social media profiles or you're a bank dealing with bank data"
869,1, Anyone who touches a consumer at any point needs to understand the new world of data and the new world of data privacy
870,1, Okay
871,1, We have a question from Twitter
872,1, I'll
873,1," Just ask you to respond to this very briefly, because we have so much that we have yet to cover during this relatively short"
874,1, Conversation
875,1," Arsalan Khan makes the important point that for many executives for many managers, data means either blind acceptance or an excuse to veto something without fully understanding the implications"
876,0," How do we overcome that issue inside companies? Well, I think leadership needs to become more aware of the risks of that binary approach of just sort of throw everything out or just sort of say yes to everything, That creates real risk that can impact market cap to the tune of tens of billions of dollars"
877,1, I point you to Exhibit A Facebook's market cap
878,1, Facebook is not an evil company
879,1, It'S not a company that set out to destroy people's lives
880,1, That was not their mission
881,1,", But through a failure to properly understand the nuances of the personal data that they were aggregating and using, they created tremendous shareholder value destruction"
882,1, They are now undergoing an effort to address that
883,1,", It's much better to close the barn door, while the horse is still in the barn"
884,1, Okay
885,1,", Fair enough"
886,1," Let'S talk about artificial intelligence and economics, the financial system"
887,1, How is AI going to change our relationship to money? Gosh
888,1, AI is going to change our relationship to money in many ways: large and small
889,1," At a macro level, let's say you're a decision-maker inside of a corporation or inside of a bank"
890,1, You want to understand --
891,1," Oh, I don't know"
892,1, -- inflation
893,1, Inflation has an impact on your cost of capital on your price of goods
894,1, It'S all sorts of things that are relevant to how you manage your business
895,1," Well, in the old days, you'd go to a government statistics, office and you'd have to wait six months"
896,1," Three months, six months a year after the passage of time for them to provide you a backward-looking assessment of what was the inflation that quarter"
897,1," Well thanks to AI and thanks to smart machine systems and some clever algorithms, one of my collaborators, Professor Roberto Rigobon, at MIT Sloan created a daily rate of inflation"
898,1,"  You're, not waiting 12 months to find out what inflation was -you can see it in real time and it's more accurate because it's based on real observations instead of on what turned out to be sometimes manipulated"
899,1, Statistics from various government statistics offices
900,1,: He now creates a daily rate of inflation for over 100 countries
901,1, That'S a powerful application of artificial intelligence that has profound real and wide-ranging effects for corporations and value for management
902,1, In small ways
903,1, Our lives are made easier every day when we talk into our phone and say ``
904,1," Where is that new restaurant that I want to go see? Where is the nearest Thai restaurant, ?'' or ,''? What'S the address of that office, I'm going to ?'', It seems silly, but it's improved our lives in little ways and made us a little more efficient"
905,1," What we can see coming in the next five to ten years is that those artificial, intelligent agents that live on our little smart devices are going to get a lot Smarter"
906,1," They're, going to customize to our particular interest and needs"
907,1," It'll, be like having a buddy"
908,1, Who is shadowing us who anticipates what we need and puts it in front of us before we even explicitly ask for it
909,1,"? That'S a really exciting way that, on a small scale, artificial intelligence is going to have an impact"
910,1," I was watching one of my favorite movies Cloud Atlas, the other night"
911,1,", That little drop of innovation goes into a multitude of drops in the ocean"
912,1,", And so, if we have people inside a company with these little AI buddies, who are helping them, be slightly more efficient Corporate productivity is going to skyrocket"
913,1, What about the impact on jobs and the potential for worker displacement
914,0, There is profound potential for worker displacement thanks to AI
915,1, If we're not careful
916,1, I say that because some worker displacement is not a bad thing
917,1, We are reallocating resources
918,1, In theory to something more efficient
919,1,", If we do what our friends at Accenture did and retrain those people and invest in reskilling, then we've done a great thing"
920,1," We'Ve helped improve efficiency, we're redeployed people against higher order tasks"
921,1, If we do what the steel industry in the British Midlands did in the'80s or the U
922,1, auto industry did in'80s and'90s and use automation to just throw people out of work and not retrain them
923,1, We create a generation of people who are permanently unemployed and unemployable
924,1, That'S going to create political problems
925,1,", It has already created political stress in the U"
926,1, and it's going to get worse
927,1, If we're not careful
928,1," Advice for managers, leaders inside large organizations who are reading about this stuff hearing, you talk and trying to say ``"
929,1," How do I get ahead of this ?'', A few things that you can do if you're inside a big organization or if you're a startup, if you're a leader who is trying to grapple with these changes? • First and foremost get smarter about it"
930,1, It'S important that you build your data and analytics literacy
931,1," • Second of all, invest in educating your people and keying them in on what they should be focused, on"
932,1,", Keying them in on creating new businesses"
933,1, Supporting them when they come forward with new ideas
934,1, • Finally embrace the startups
935,1, The big companies have an opportunity to take advantage of all of this innovation from all over the world
936,1, Using an open innovation model
937,1,", The very very smartest ones, are actually building innovation ecosystems"
938,1," This is a very sophisticated approach where you're saying `` We're not just doing open innovation, and we don't just have a shingle out where we let people have an ideas, box or something and submit ideas, but actually have a coordinated effort to engage with a number of Different stakeholders within their industry segment, who are pushing forward to the future and bringing that knowledge back for the larger organization to then implement it and drive change at scale"
939,1," A lot of what you've been talking about has been management, making intelligent decisions about how they lead with an open mind, essentially an open mindset"
940,1, Let'S talk about blockchain
941,1,", We all hear about blockchain"
942,1," [, Laughter ]"
943,1, Actually I was going to say we know
944,1," Bitcoin is not blockchain, but a lot of people think Bitcoin is blockchain"
945,1, What the hell is
946,1, Blockchain Okay
947,1, Blockchain is very simply a better kind of database
948,1, It's distributed
949,1,", Instead of as I used in my example earlier having all the data in one place in this big central repository that is attackable by hackers, you have it in lots of different places"
950,1, A thousand copies of the database
951,1,", These copies of the database, all talk to each other"
952,1, What that gives you are a few things
953,1," First of all,  Blockchain gives you better transparency"
954,1,", Let's say you're, using this blockchain for auditing votes, to make sure that there was no double counting of votes or something"
955,1, It becomes instant and trusted
956,1," Second of all, it's more cyber-resilient"
957,1,"! If you want to steal money from a bank today, you don't go in with a gun"
958,1, You go in with a hacker
959,1,", And so $ 84 million was stolen from the Central Bank of Bangladesh by someone hacking into an old version of Microsoft Windows"
960,1," Instead of having that one central database where someone changes a bit and they can steal $ 84 million, they now have to change a thousand copies of that database"
961,1, So it's much much much more difficult to steal money from a bank
962,1," What'S interesting about blockchain, this technology was developed originally by a bunch of people who didn't trust each other very much"
963,1," They definitely did not trust the system, they didn't trust governments or banking institutions, but they trusted the technology"
964,1, We'Ve created a kind of digital trust that now can be used for all sorts of activities in a more cyber resilient and more robust fashion
965,1," It'S interesting you describe it that way, because one hears blockchain being discussed in the context of trust blockchain enables trust"
966,1, And yet you say that it grew out of distrust the lack of trust
967,1, Maybe you can share and enlighten us on that conundrum
968,1,", The original trust model was, if I give my money to the bank, it's safe, because the government stands behind the bank and everything will be okay"
969,1," If you were a customer of Lehman Brothers, you discovered what was wrong with that assumption"
970,1, Set
971,1," Remember: in 2008, during the height of the financial crisis, there were a lot of people who were not just disillusioned with banks, but they were facing the fact, and we still have this problem"
972,1, Today
973,1,", A lot of millennials are underemployed or unemployed, and so they feel the system has failed"
974,1, Them
975,1," They've accumulated all of this debt for college and they can't get a job or they can't get a good job, and so that fosters mistrust in institutions"
976,1,", A bunch of hackers got together, computer programmers and they said `` Hey we're going to create digital trust"
977,1, We'Re going to create something where you don't have to trust any one party
978,1,", You don't have to trust a central banker"
979,1, You don't have to trust the government
980,1, You can trust the network of software and everyone can see what the software does
981,1, So everyone can validate that
982,1, It'S okay
983,1,'' That was the birth of blockchain
984,1," Now today, blockchain is still being used in these"
985,1," What we'd call semi-trustless or completely trustless environments, but it's being used for different purposes, including by mainstream corporations, which I think is a good thing"
986,1," For example, a number of big banks have started setting up new kinds of trading vehicles where different trading partners can trade with each other without revealing proprietary trading strategies"
987,1," Nonetheless, exchange information or transact"
988,1, One of the areas that I'm particularly excited about is around digital identity
989,1," Today, thousands ten thousand financial institutions all over the world duplicate a lot of effort with each other"
990,1, They end up replicating the process of checking your paperwork out to make sure you're okay to do business with
991,1, This drives a lot of cost in the system
992,1, It costs
993,1, As much as $ 130 to onboard a new customer
994,1," Now this creates a lot of exclusion, because if your customer only has an average balance of $ 100, you can't afford to spend $ 130 onboarding them"
995,1,", And so that makes the poorest people not able to do Business with these banks"
996,1," Well, if we created a system where using blockchain as an example, you could stand up these identities and have a system for sharing that information in a trusted fashion and in a distributed fashion, you could dramatically lower the cost by two or three Orders of magnitude"
997,1, Now we can bank the un-bank and that's exciting
998,1, Okay
999,1, Let'S talk about digital trust
1000,1," The first obvious question is: what is digital trust, Digital trust"
1001,1," So what is trust right? Trust is the belief that we can do business together or that, if I say something to you, you can act on it and believe that it'll happen"
1002,1, Digital trust is a way of putting software code around that and saying that the software will make sure that whatever Implied or explicit promise that we make each other is actually going to be followed through on
1003,1,", Then there's the concept of digital identity"
1004,1, What is digital identity and how does that? Link back to the concept of trust? Digital identity is an effort to solve a broken technology problem that we have
1005,1, I mentioned earlier
1006,1, A billion people in the world lack a legal identity in the eyes of government and 3
1007,1,5 billion
1008,1," Have what I'll call imperfect identity attributes, meaning they either don't have a credit history or they have a credit history, but has bad information or for whatever reason, their identity is not matching up with their potential"
1009,1," And so the systems behind how we deal with all this Date back to King Artech Xerxes, I of Persia in 480 BC, where he was giving somebody little clay tablets to use as their passport --, the Prophet Nehemiah"
1010,1, If you're curious
1011,0," We're using technology that goes back to clay tablets and cuneiform, and so we really need to update our technology for identity"
1012,1, The concept of a physical passport is a broken model
1013,1, It can be forged
1014,1,", It can be hacked"
1015,1," The problem people are dealing with in Europe right now is that more than 10 % of Syrian passports are forgeries, and so you want to give humanitarian aid to all these refugees pouring into Europe"
1016,1," And yet, how do you know? Who is who We can use new technology"
1017,1,"? We can use these ubiquitous communication networks, new dig"
